6 2 4 8 13 11 14 10 12 9 15 20 17 19 16 18 22 21 5 7 3 1 22 | 1 3 7 5 21 6 2 4 8 13 11 14 10 12 9 15 20 17 19 16 18 23
13 9 12 15 18 16 20 17 19 22 10 14 11 8 2 5 3 7 4 6 21 1 22 | 1 21 6 4 7 3 5 2 8 11 14 10 13 9 12 15 18 16 20 17 19 23
6 4 7 3 5 2 8 11 14 10 13 9 12 15 18 16 20 17 19 22 21 1 22 | 1 21 6 4 7 3 5 2 8 11 14 10 13 9 12 15 18 16 20 17 19 23
7 1 21 16 18 15 9 11 13 10 22 4 6 2 5 3 8 14 12 20 17 19 22 | 19 17 20 12 14 8 3 5 2 6 4 7 1 21 16 18 15 9 11 13 10 23
5 1 21 15 22 3 7 4 2 6 8 14 12 10 13 9 11 20 17 19 16 18 22 | 18 16 19 17 20 11 9 13 10 12 14 8 6 2 4 7 3 5 1 21 15 23
5 3 7 2 6 4 8 12 10 14 9 13 11 20 18 16 19 17 15 22 21 1 22 | 1 21 5 3 7 2 6 4 8 12 10 14 9 13 11 20 18 16 19 17 15 23
2 6 3 5 7 1 21 15 22 4 8 13 11 9 14 12 10 20 18 16 19 17 22 | 17 19 16 18 20 10 12 14 9 11 13 8 4 2 6 3 5 7 1 21 15 23
3 5 7 1 21 15 22 6 2 4 8 13 11 9 14 12 10 20 18 16 19 17 22 | 17 19 16 18 20 10 12 14 9 11 13 8 4 2 6 3 5 7 1 21 15 23
15 22 21 1 7 5 3 6 2 4 8 13 11 9 14 12 10 20 18 16 19 17 22 | 17 19 16 18 20 10 12 14 9 11 13 8 4 2 6 3 5 7 1 21 15 23
7 4 6 3 5 2 8 12 14 10 13 11 9 15 18 16 20 17 19 22 21 1 22 | 1 21 7 4 6 3 5 2 8 12 14 10 13 11 9 15 18 16 20 17 19 23
16 19 17 15 10 12 9 13 11 22 21 1 5 7 3 6 4 2 8 14 20 18 22 | 18 20 14 8 2 4 6 3 7 5 1 21 16 19 17 15 10 12 9 13 11 23
19 17 20 1 7 3 6 4 21 10 12 14 8 2 5 22 16 18 15 9 11 13 22 | 13 11 9 15 18 16 19 17 20 1 7 3 6 4 21 10 12 14 8 2 5 23
18 16 19 17 15 10 12 9 13 11 22 21 1 3 7 5 2 6 4 8 14 20 22 | 20 14 8 4 6 2 5 7 3 1 21 18 16 19 17 15 10 12 9 13 11 23
5 7 4 2 6 3 8 12 10 14 9 13 11 15 18 16 19 17 20 22 21 1 22 | 1 21 5 7 4 2 6 3 8 12 10 14 9 13 11 15 18 16 19 17 20 23
14 12 9 13 11 20 17 19 16 18 15 22 21 1 7 5 3 6 4 2 8 10 22 | 10 8 2 4 6 3 5 7 1 21 14 12 9 13 11 20 17 19 16 18 15 23
4 7 5 8 3 12 1 21 16 19 17 15 22 9 6 10 14 2 13 11 20 18 22 | 18 20 11 13 2 14 10 6 9 4 7 5 8 3 12 1 21 16 19 17 15 23
11 9 15 18 20 17 19 16 22 13 10 12 14 8 2 5 3 7 4 6 21 1 22 | 1 21 6 4 7 3 5 2 8 14 12 10 13 11 9 15 18 20 17 19 16 23
2 5 3 8 14 11 13 20 17 19 16 18 15 9 12 10 22 21 1 7 4 6 22 | 6 4 7 1 21 2 5 3 8 14 11 13 20 17 19 16 18 15 9 12 10 23
6 2 4 8 13 11 14 10 12 9 15 18 20 17 19 16 22 21 5 7 3 1 22 | 1 3 7 5 21 6 2 4 8 13 11 14 10 12 9 15 18 20 17 19 16 23
10 14 9 13 11 15 18 16 19 17 20 22 12 8 4 6 2 5 7 3 21 1 22 | 1 21 3 7 5 2 6 4 8 12 10 14 9 13 11 15 18 16 19 17 20 23
13 11 15 18 16 19 17 20 22 9 14 10 12 8 4 6 2 5 7 3 21 1 22 | 1 21 3 7 5 2 6 4 8 12 10 14 9 13 11 15 18 16 19 17 20 23
5 2 6 4 8 14 11 13 10 12 9 15 20 18 16 19 17 22 21 7 3 1 22 | 1 3 7 21 5 2 6 4 8 14 11 13 10 12 9 15 20 18 16 19 17 23
12 10 14 9 13 11 15 20 17 19 16 18 22 8 3 6 4 7 2 5 21 1 22 | 1 21 5 2 7 4 6 3 8 12 10 14 9 13 11 15 20 17 19 16 18 23
14 9 13 11 15 20 17 19 16 18 22 10 12 8 3 6 4 7 2 5 21 1 22 | 1 21 5 2 7 4 6 3 8 12 10 14 9 13 11 15 20 17 19 16 18 23
3 9 5 11 2 8 4 10 7 12 15 18 13 16 19 14 17 20 22 21 1 6 22 | 6 1 21 3 9 5 11 2 8 4 10 7 12 15 18 13 16 19 14 17 20 23
2 12 6 10 8 5 11 7 4 9 3 13 1 15 17 20 18 16 19 22 21 14 22 | 14 21 2 12 6 10 8 5 11 7 4 9 3 13 1 15 17 20 18 16 19 23
2 6 8 12 10 14 9 13 11 20 17 19 16 18 15 22 21 1 5 3 7 4 22 | 4 7 3 5 1 21 2 6 8 12 10 14 9 13 11 20 17 19 16 18 15 23
11 9 20 18 16 19 17 15 22 13 10 12 14 8 2 4 6 3 5 7 21 1 22 | 1 21 7 5 3 6 4 2 8 14 12 10 13 11 9 20 18 16 19 17 15 23
12 20 15 18 13 16 19 14 17 22 21 1 6 3 9 5 11 2 8 4 10 7 22 | 7 10 4 8 2 11 5 9 3 6 1 21 12 20 15 18 13 16 19 14 17 23
9 15 17 20 18 16 19 22 12 10 13 11 14 8 4 7 2 5 3 6 21 1 22 | 1 21 6 3 5 2 7 4 8 14 11 13 10 12 9 15 17 20 18 16 19 23
14 11 13 10 12 9 15 17 20 18 16 19 22 8 4 7 2 5 3 6 21 1 22 | 1 21 6 3 5 2 7 4 8 14 11 13 10 12 9 15 17 20 18 16 19 23
7 5 3 6 2 4 8 14 11 13 10 12 9 20 18 16 19 17 15 22 21 1 22 | 1 21 7 5 3 6 2 4 8 14 11 13 10 12 9 20 18 16 19 17 15 23
9 20 18 16 19 17 15 22 12 10 13 11 14 8 4 2 6 3 5 7 21 1 22 | 1 21 7 5 3 6 2 4 8 14 11 13 10 12 9 20 18 16 19 17 15 23
4 2 6 1 3 7 5 21 12 10 22 8 14 11 13 20 18 16 19 17 15 9 22 | 9 15 17 19 16 18 20 13 11 14 8 4 2 6 1 3 7 5 21 12 10 23
