9 13 11 20 18 16 19 17 15 22 12 14 10 8 2 4 6 3 7 5 21 1 23 | 1 21 5 7 3 6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 23
2 8 10 14 12 9 13 11 20 18 16 19 17 15 22 4 6 3 7 5 21 1 23 | 1 21 5 7 3 6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 23
19 17 15 22 16 18 20 11 13 9 12 14 10 8 2 4 6 3 7 5 21 1 23 | 1 21 5 7 3 6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 23
5 7 3 6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 22 21 1 23 | 1 21 5 7 3 6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 23
4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 22 6 3 7 5 21 1 23 | 1 21 5 7 3 6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 23
10 14 12 9 13 11 20 18 16 19 17 15 22 8 2 4 6 3 7 5 21 1 23 | 1 21 5 7 3 6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 23
16 19 17 15 22 18 20 11 13 9 12 14 10 8 2 4 6 3 7 5 21 1 23 | 1 21 5 7 3 6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 23
6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 22 3 7 5 21 1 23 | 1 21 5 7 3 6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 23
17 15 22 19 16 18 20 11 13 9 12 14 10 8 2 4 6 3 7 5 21 1 23 | 1 21 5 7 3 6 4 2 8 10 14 12 9 13 11 20 18 16 19 17 15 23
1 21 10 13 22 7 4 6 3 5 2 8 12 9 14 11 20 17 19 16 18 15 23 | 15 18 16 19 17 20 11 14 9 12 8 2 5 3 6 4 7 1 21 10 13 23
11 14 9 12 8 2 5 3 6 4 7 1 21 10 13 22 20 17 19 16 18 15 23 | 15 18 16 19 17 20 11 14 9 12 8 2 5 3 6 4 7 1 21 10 13 23
14 9 12 8 2 5 3 6 4 7 1 21 10 13 22 11 20 17 19 16 18 15 23 | 15 18 16 19 17 20 11 14 9 12 8 2 5 3 6 4 7 1 21 10 13 23
6 4 7 1 21 10 13 22 3 5 2 8 12 9 14 11 20 17 19 16 18 15 23 | 15 18 16 19 17 20 11 14 9 12 8 2 5 3 6 4 7 1 21 10 13 23
2 5 3 6 4 7 1 21 10 13 22 8 12 9 14 11 20 17 19 16 18 15 23 | 15 18 16 19 17 20 11 14 9 12 8 2 5 3 6 4 7 1 21 10 13 23
13 22 10 21 1 7 4 6 3 5 2 8 12 9 14 11 20 17 19 16 18 15 23 | 15 18 16 19 17 20 11 14 9 12 8 2 5 3 6 4 7 1 21 10 13 23
8 2 5 3 6 4 7 1 21 10 13 22 12 9 14 11 20 17 19 16 18 15 23 | 15 18 16 19 17 20 11 14 9 12 8 2 5 3 6 4 7 1 21 10 13 23
5 1 21 17 22 7 3 6 4 2 8 10 14 12 9 13 11 15 20 18 16 19 23 | 19 16 18 20 15 11 13 9 12 14 10 8 2 4 6 3 7 5 1 21 17 23
